run_idx,lambda_rate,lambda_connectivity,task_loss,metabolic_cost,wiring_cost,mean_acc,train_time_s,is_pareto
1,0.0025,0.005,0.01747365730504195,0.3634726007779439,0.02011733315885067,0.9635416666666666,94.8614718450699,False
2,0.0025,0.00875,0.01744899417584141,0.3697376847267151,0.019054094329476357,0.96875,92.90583966881968,False
3,0.0025,0.0125,0.017243755981326103,0.3532150834798813,0.018095899373292923,0.9635416666666666,93.03604054590687,False
4,0.0025,0.01625,0.01787153460706274,0.358986755212148,0.017598045989871025,0.9583333333333334,93.18484226521105,False
5,0.0025,0.02,0.016774062688151996,0.35146761933962506,0.016937559470534325,0.9635416666666666,93.36478337016888,True
6,0.006875000000000001,0.005,0.016961995977908373,0.1997563640276591,0.019433116540312767,0.96875,93.4924217381049,False
7,0.006875000000000001,0.00875,0.017456896137446165,0.2058051973581314,0.018236564472317696,0.9583333333333334,93.5189025120344,False
8,0.006875000000000001,0.0125,0.017473950671652954,0.21079924205938974,0.01756248250603676,0.9635416666666666,93.37254741997458,False
9,0.006875000000000001,0.01625,0.016895006721218426,0.20039050777753195,0.01684623584151268,0.96875,93.66588957700878,True
10,0.006875000000000001,0.02,0.016987448713431757,0.21478927632172903,0.016430668532848358,0.9635416666666666,94.06857718201354,False
11,0.011250000000000001,0.005,0.017156995677699644,0.1541252980629603,0.01894593983888626,0.9739583333333334,94.26351280580275,False
12,0.011250000000000001,0.00875,0.01759094310303529,0.149139071504275,0.01773824356496334,0.953125,93.6123125019949,False
13,0.011250000000000001,0.0125,0.016442246735095978,0.1535323883096377,0.016964664682745934,0.96875,93.11803552811034,True
14,0.011250000000000001,0.01625,0.017555322963744402,0.15135368208090463,0.01634499803185463,0.9583333333333334,93.092820817139,False
15,0.011250000000000001,0.02,0.01699538202956319,0.15214323749144873,0.015894673764705658,0.96875,92.97378458292224,True
16,0.015625,0.005,0.016697182475278776,0.12694072475035986,0.01847212389111519,0.9739583333333334,93.22167418990284,True
17,0.015625,0.00875,0.017063784413039684,0.13107492526372275,0.017387457191944122,0.96875,93.277434252901,False
18,0.015625,0.0125,0.017091488155225914,0.12567123025655746,0.0165017768740654,0.9583333333333334,93.30478049907833,False
19,0.015625,0.01625,0.01690421998500824,0.12296640624602635,0.016086945310235023,0.9739583333333334,93.22912464593537,True
20,0.015625,0.02,0.017528743483126163,0.12350504100322723,0.015619372949004173,0.9635416666666666,93.29214035510086,False
21,0.02,0.005,0.01688244566321373,0.11623098452885945,0.018197041004896164,0.9739583333333334,93.37540323287249,True
22,0.02,0.00875,0.017169810210665066,0.11010009795427322,0.016989201307296753,0.9791666666666666,93.46891606901772,False
23,0.02,0.0125,0.017082419091214735,0.10602244238058726,0.016248835250735283,0.96875,93.20910950913094,True
24,0.02,0.01625,0.017440864350646734,0.11995857208967209,0.015803713351488113,0.9583333333333334,93.25218174001202,False
25,0.02,0.02,0.01704016389946143,0.10696417838335037,0.015246015042066574,0.9791666666666666,93.48729411396198,True
