run_idx,lambda_rate,lambda_connectivity,task_loss,metabolic_cost,wiring_cost,mean_acc,train_time_s,is_pareto
1,0.0,0.0,0.01838635823999842,0.9529436031977335,0.024866648018360138,0.953125,110.08939926396124,False
2,0.0,0.0025,0.01821245439350605,0.9802521665891012,0.022626299411058426,0.953125,92.60974079207517,False
3,0.0,0.005,0.01863872803126772,0.9842520356178284,0.021098459139466286,0.953125,92.39759598416276,False
4,0.0,0.0075,0.019201064482331276,0.9312563339869181,0.020138844847679138,0.9583333333333334,92.4323777819518,False
5,0.0,0.01,0.01912140365069111,0.9706733624140421,0.01954364776611328,0.9583333333333334,92.46618933789432,False
6,0.0025,0.0,0.017328568113346893,0.3677464872598648,0.02377709560096264,0.9635416666666666,93.98460969910957,False
7,0.0025,0.0025,0.01744334911927581,0.35510730743408203,0.021691979840397835,0.953125,94.01537870592438,False
8,0.0025,0.005,0.017014811125894386,0.3613259692986806,0.0203871950507164,0.9635416666666666,94.05825567804277,False
9,0.0025,0.0075,0.017648370160410803,0.34742940465609234,0.019213663414120674,0.9583333333333334,94.16351331095211,False
10,0.0025,0.01,0.01673902090017994,0.35713184376557666,0.018627960234880447,0.9635416666666666,94.0824008740019,True
11,0.005,0.0,0.017105793425192434,0.24195853372414908,0.023161878809332848,0.9635416666666666,93.96117965714075,False
12,0.005,0.0025,0.017263441657026608,0.24240467449029288,0.021124331280589104,0.96875,94.15485813911073,False
13,0.005,0.005,0.016489712987095118,0.24375927448272705,0.019735107198357582,0.96875,94.3195564749185,True
14,0.005,0.0075,0.01695258729159832,0.25159119566281635,0.01880687102675438,0.96875,94.31228332198225,False
15,0.005,0.01,0.017116886874039967,0.24886052310466766,0.018278229981660843,0.9635416666666666,94.31085304892622,False
16,0.0075,0.0,0.017570282487819593,0.1896794537703196,0.022944195196032524,0.953125,94.04705103696324,False
17,0.0075,0.0025,0.01724133888880412,0.19122232993443808,0.02077881060540676,0.9739583333333334,94.18434436293319,False
18,0.0075,0.005,0.017299481201916933,0.19658678273359934,0.01966398023068905,0.953125,94.15605918690562,False
19,0.0075,0.0075,0.017290763867398102,0.19570046166578928,0.018679695203900337,0.9635416666666666,94.13436006288975,False
20,0.0075,0.01,0.01728074625134468,0.19318670531113943,0.017957080155611038,0.9583333333333334,94.18160596000962,False
21,0.01,0.0,0.01701784071822961,0.1626439243555069,0.02239922806620598,0.96875,94.06494081392884,False
22,0.01,0.0025,0.0176398903131485,0.16717365880807242,0.02051824890077114,0.9635416666666666,94.65680506778881,False
23,0.01,0.005,0.017121709883213043,0.17021780709425607,0.019013069570064545,0.9739583333333334,94.77679815003648,False
24,0.01,0.0075,0.016897876591732103,0.16106322904427847,0.01821138523519039,0.9739583333333334,94.79670557705685,True
25,0.01,0.01,0.01708215071509282,0.16434995581706366,0.017722994089126587,0.9635416666666666,94.61566327395849,True
