lambda_rate,lambda_connectivity,n_seeds,mean_acc,mean_acc_std,min_task_acc,min_task_acc_std,task_loss,task_loss_std,metabolic_cost,metabolic_cost_std,wiring_cost,wiring_cost_std,conn_frac,conn_frac_std,wiring_cost_w_in_l2,wiring_cost_w_in_l2_std,acc_contextdm1,acc_contextdm1_std,acc_dm1,acc_dm1_std,acc_dmsgo,acc_dmsgo_std,acc_fdanti,acc_fdanti_std,acc_fdgo,acc_fdgo_std,train_time_s,is_pareto,run_idx
0.0,0.0,3,0.9723958333333332,0.002835553664336711,0.8708333333333332,0.014004510062238256,0.003511476187268272,0.0004035415555792173,1.1930846877892811,0.6978507076212765,0.029027000690499943,0.005174009066271569,0.773268977801005,0.042631528853788014,0.03383829320470492,0.0012901600351652022,0.9911458333333334,0.006314768569261511,1.0,0.0,0.8708333333333332,0.014004510062238256,1.0,0.0,1.0,0.0,1256.5174581399187,True,1
0.1,1.0,3,0.9667708333333334,0.005022734771350465,0.8338541666666668,0.025113673856752488,0.003346762383977572,0.0005037987854285772,0.014773548084000747,0.0002164300320777165,0.017529555596411228,0.0035019481746185136,0.5773182113965353,0.07354690336887,0.01657145284116268,0.0005495398400947122,1.0,0.0,1.0,0.0,0.8338541666666668,0.025113673856752488,1.0,0.0,1.0,0.0,1285.0937442942522,True,2
0.1,2.7831576837137404,3,0.9515625,0.015087634630716534,0.7583333333333333,0.0745647090340553,0.004303058182510237,0.000665757677909351,0.015285779722034931,0.0002578949531453523,0.01049175982673963,0.0024008272712974384,0.3448427269856135,0.09182884874116451,0.0165301909049352,0.00020485135665772322,0.9994791666666667,0.0009021097956088031,1.0,0.0,0.7583333333333333,0.0745647090340553,1.0,0.0,1.0,0.0,1281.639621114824,True,3
0.1,7.745966692414834,3,0.9090625,0.04227537145017175,0.6604166666666668,0.016036254498271507,0.006076185091709097,0.001688257970831231,0.015664793687562146,0.00021293728759968204,0.005492094283302625,0.0013106665283146043,0.1275735249121984,0.05751868472082441,0.01710556757946809,0.000529640600727417,1.0,0.0,1.0,0.0,0.6604166666666668,0.016036254498271507,0.8848958333333333,0.19936626482954267,1.0,0.0,1284.363659268245,True,4
0.1,21.55824671778505,3,0.6928124999999999,0.1553209881986333,0.4609375,0.06053553321190789,0.013599381395615638,0.0062940512607119505,0.019043256035074594,0.0031774172841516984,0.003523192678888639,0.0009867582164286978,0.04173304854581753,0.0352755588475283,0.01772305741906166,0.0005909349967250347,0.8109375,0.19647156083960346,0.7526041666666666,0.24687664820124916,0.5015625,0.020669932117692115,0.5260416666666666,0.16997769078494784,0.8729166666666667,0.16421371999115464,1284.1037063291296,True,5
0.1,60.0,3,0.4328125,0.1263323524725555,0.28020833333333334,0.17554555958378248,0.02471992198377848,0.004549910618620473,0.016937074981008965,0.006394498543826959,0.0027522152910629907,0.0006106933695484097,0.010723039139217386,0.011672462272706524,0.01674129255115986,0.0002739513111601019,0.4614583333333333,0.1412860619526333,0.4338541666666667,0.14594396845050958,0.4927083333333333,0.011085310757183718,0.3125,0.23145577837623757,0.4635416666666667,0.14844024120275923,1282.3176832259633,True,6
0.26591479484724945,1.0,3,0.9585416666666667,0.006005639710583187,0.7937499999999998,0.029810600044279528,0.003996542892806852,0.00039377897254054686,0.00731199310782055,0.0003274179227182059,0.014552209836741289,0.0029201216889237166,0.48645833134651184,0.08489468386318455,0.014606037177145481,0.00025631474019773844,0.9989583333333334,0.0018042195912176063,1.0,0.0,0.7937499999999998,0.029810600044279528,1.0,0.0,1.0,0.0,1282.4506870629266,True,7
0.26591479484724945,2.7831576837137404,3,0.9387500000000001,0.010188650241813224,0.6984374999999999,0.05781249999999999,0.005163193760284533,0.0005787968615866859,0.007832186746721466,0.0004162761244084272,0.008221322360138098,0.0018238124746696768,0.24666564166545868,0.07851358423880242,0.01434385310858488,0.0002900404289136851,1.0,0.0,1.0,0.0,0.6984374999999999,0.05781249999999999,0.9953124999999999,0.0081189881604791,1.0,0.0,1284.4759615529329,True,8
0.26591479484724945,7.745966692414834,3,0.7956249999999999,0.13861620801695593,0.5671875000000001,0.05819132640480022,0.011744277939821282,0.005637146762701527,0.008381328413573403,0.0007679102872948123,0.004507774564748009,0.001127934712095568,0.08454860995213191,0.04541208265821162,0.014443410250047842,0.001070950636649332,0.8614583333333333,0.14114775521446785,0.8505208333333334,0.13910930860148552,0.5671875000000001,0.05819132640480022,0.7817708333333333,0.24274800730816168,0.9171875000000002,0.11374098521970875,1283.976346693933,True,9
0.26591479484724945,21.55824671778505,3,0.39395833333333324,0.17354032237374495,0.23281249999999998,0.17377500944108734,0.02389764572183291,0.005586844115403963,0.006267188425796728,0.0019748871267234,0.0030927956104278564,0.0007108115586320205,0.02330984470124046,0.01926258349042435,0.014503461929659048,0.0014549820511180105,0.4270833333333333,0.19320951157896793,0.38072916666666673,0.2484145691723481,0.48020833333333335,0.013010412496663315,0.23281249999999998,0.17377500944108734,0.4489583333333334,0.27077874049135275,1281.7432771390304,True,10
