run_idx,lambda_rate,lambda_connectivity,mean_acc,min_task_acc,task_loss,metabolic_cost,wiring_cost,train_time_s,is_pareto,acc_fdgo,acc_contextdm1,acc_dmsgo
1,0.0,0.001,0.9286458333333333,0.8171875,0.029811453074216843,2.077245016892751,0.024298373609781265,72.62443889099995,False,0.990625,0.8171875,0.978125
2,0.0,0.01,0.9338541666666668,0.8265625,0.030162017699331047,2.0403315663337707,0.019283467903733253,74.669007341,True,0.990625,0.8265625,0.984375
3,0.0,0.1,0.9255208333333332,0.8078125,0.03073058168714245,2.0160006443659464,0.012303152121603489,75.75861472300039,True,0.990625,0.8078125,0.978125
4,0.0,1.0,0.90625,0.740625,0.03535491488873959,1.240397612253825,0.002468924503773451,75.92635302300005,True,0.99375,0.740625,0.984375
5,0.0,10.0,0.3802083333333333,0.2515625,0.06413535550236703,0.31193428734938305,0.00012044316827086732,76.28365639499953,True,0.2765625,0.2515625,0.6125
